width,height,depth,bbx_0_name,bbx_0_xmin,bbx_0_ymin,bbx_0_xmax,bbx_0_ymax,bbx_1_name,bbx_1_xmin,bbx_1_ymin,bbx_1_xmax,bbx_1_ymax,bbx_2_name,bbx_2_xmin,bbx_2_ymin,bbx_2_xmax,bbx_2_ymax,bbx_3_name,bbx_3_xmin,bbx_3_ymin,bbx_3_xmax,bbx_3_ymax,bbx_4_name,bbx_4_xmin,bbx_4_ymin,bbx_4_xmax,bbx_4_ymax,bbx_5_name,bbx_5_xmin,bbx_5_ymin,bbx_5_xmax,bbx_5_ymax,bbx_6_name,bbx_6_xmin,bbx_6_ymin,bbx_6_xmax,bbx_6_ymax,bbx_7_name,bbx_7_xmin,bbx_7_ymin,bbx_7_xmax,bbx_7_ymax,bbx_8_name,bbx_8_xmin,bbx_8_ymin,bbx_8_xmax,bbx_8_ymax,bbx_9_name,bbx_9_xmin,bbx_9_ymin,bbx_9_xmax,bbx_9_ymax,bbx_10_name,bbx_10_xmin,bbx_10_ymin,bbx_10_xmax,bbx_10_ymax,bbx_11_name,bbx_11_xmin,bbx_11_ymin,bbx_11_xmax,bbx_11_ymax,bbx_12_name,bbx_12_xmin,bbx_12_ymin,bbx_12_xmax,bbx_12_ymax,bbx_13_name,bbx_13_xmin,bbx_13_ymin,bbx_13_xmax,bbx_13_ymax,bbx_14_name,bbx_14_xmin,bbx_14_ymin,bbx_14_xmax,bbx_14_ymax,bbx_15_name,bbx_15_xmin,bbx_15_ymin,bbx_15_xmax,bbx_15_ymax,bbx_16_name,bbx_16_xmin,bbx_16_ymin,bbx_16_xmax,bbx_16_ymax,bbx_17_name,bbx_17_xmin,bbx_17_ymin,bbx_17_xmax,bbx_17_ymax,bbx_18_name,bbx_18_xmin,bbx_18_ymin,bbx_18_xmax,bbx_18_ymax,bbx_19_name,bbx_19_xmin,bbx_19_ymin,bbx_19_xmax,bbx_19_ymax,bbx_20_name,bbx_20_xmin,bbx_20_ymin,bbx_20_xmax,bbx_20_ymax,bbx_21_name,bbx_21_xmin,bbx_21_ymin,bbx_21_xmax,bbx_21_ymax,bbx_22_name,bbx_22_xmin,bbx_22_ymin,bbx_22_xmax,bbx_22_ymax,bbx_23_name,bbx_23_xmin,bbx_23_ymin,bbx_23_xmax,bbx_23_ymax,bbx_24_name,bbx_24_xmin,bbx_24_ymin,bbx_24_xmax,bbx_24_ymax,bbx_25_name,bbx_25_xmin,bbx_25_ymin,bbx_25_xmax,bbx_25_ymax,bbx_26_name,bbx_26_xmin,bbx_26_ymin,bbx_26_xmax,bbx_26_ymax,bbx_27_name,bbx_27_xmin,bbx_27_ymin,bbx_27_xmax,bbx_27_ymax,bbx_28_name,bbx_28_xmin,bbx_28_ymin,bbx_28_xmax,bbx_28_ymax,Nobj,fileID,bbx_29_name,bbx_29_xmin,bbx_29_ymin,bbx_29_xmax,bbx_29_ymax,bbx_30_name,bbx_30_xmin,bbx_30_ymin,bbx_30_xmax,bbx_30_ymax,bbx_31_name,bbx_31_xmin,bbx_31_ymin,bbx_31_xmax,bbx_31_ymax
2850,1300,3,31,1423.5983455882354,698.483455882353,1508.1112132352941,906.6406250000001,32,1517.325367647059,683.6167279411765,1617.6585477941178,932.5367647058824,33,1590.4756433823532,660.8455882352941,1764.1773897058827,996.7945772058824,34,1706.778492647059,652.4471507352941,1849.161305147059,942.1300551470589,37,2017.4517463235295,595.3010110294118,2328.4466911764707,873.5983455882354,38,2181.732536764706,533.3180147058824,2457.8239889705883,776.1259191176472,41,1339.3727022058824,688.0399816176471,1421.6796875,920.2780330882354,42,1248.092830882353,668.451286764706,1332.3184742647059,922.0932904411766,43,1145.105698529412,672.5413602941177,1252.4011948529414,982.1806066176471,44,1039.7748161764707,675.9765625,1139.7518382352941,971.1971507352941,45,936.6957720588236,668.6925551470589,1060.8915441176473,976.068474264706,47,565.2803308823529,634.3520220588235,838.3731617647059,903.0905330882354,48,435.25965073529414,576.7463235294118,677.1024816176471,838.0859375,21,1405.847886029412,323.31112132352945,1521.4039522058824,661.5923713235295,22,1519.8069852941178,301.8382352941177,1616.6360294117649,635.9604779411766,23,1606.4223345588236,297.1507352941177,1716.7509191176473,624.6897977941177,24,1689.6829044117649,290.9122242647059,1798.816636029412,621.5762867647059,25,1781.2844669117649,306.25,1900.0229779411766,612.3736213235295,26,1894.0602022058824,286.2936580882353,2045.266544117647,592.4632352941177,27,2039.1314338235295,217.10707720588238,2170.5307904411766,563.8097426470589,28,2166.704963235294,210.1792279411765,2304.584099264706,515.0045955882354,11,1286.3970588235295,310.4319852941177,1408.0307904411766,662.5919117647059,12,1199.8391544117649,323.1043198529412,1289.9241727941178,660.7192095588236,13,1097.0818014705883,313.1089154411765,1201.0684742647059,656.4223345588236,14,1013.717830882353,315.3837316176471,1105.755974264706,649.6553308823529,15,944.3474264705883,327.2633272058824,1042.233455882353,638.4535845588236,16,786.5579044117648,300.91911764705884,952.9181985294118,632.4793198529412,17,675.7123161764706,273.27665441176475,816.5096507352941,611.328125,18,549.8736213235295,252.41268382352942,690.7858455882354,566.3143382352941,29,48,,,,,,,,,,,,,,,
3000,1300,3,21,1484.592685758514,295.84914434523813,1622.96826625387,639.0941220238096,22,1621.1300309597525,294.2289806547619,1725.2201044891642,634.7172619047619,23,1723.2609326625388,302.7529761904762,1833.7606424148607,640.1943824404761,24,1814.4954527863779,307.14192708333337,1936.4115712074306,632.0452008928571,25,1927.6799535603716,316.11328125,2031.1653444272447,629.1313244047619,26,2031.7095588235295,318.7974330357143,2195.5180921052633,616.3392857142858,27,2190.5717879256968,305.4613095238095,2344.9714589783284,596.0146949404761,28,2333.8211106811145,271.48623511904765,2491.268382352941,553.9871651785714,11,1348.139996130031,286.11607142857144,1481.484616873065,640.7626488095239,12,1239.672020123839,305.26785714285717,1350.4619775541796,637.9696800595239,13,1144.2772832817338,257.1344866071429,1246.5170278637772,650.9188988095239,14,1054.7358746130033,306.68247767857144,1149.356617647059,643.9425223214287,15,968.3146284829722,316.7057291666667,1056.4289860681115,643.8216145833334,16,808.8719040247679,298.2310267857143,967.2382933436534,629.1917782738095,17,678.3451044891641,303.2728794642857,811.6050696594427,606.0621279761905,18,526.6060371517028,269.8418898809524,672.5401509287926,555.7645089285714,31,1493.7717685758514,663.4449404761905,1568.5589202786377,858.8439360119048,32,1567.7244582043345,660.0957961309524,1658.2454527863779,927.7250744047619,33,1654.810855263158,655.9728422619048,1758.4897445820434,965.7989211309525,34,1759.2758320433438,649.5042782738095,1856.1943691950466,924.5331101190477,35,1837.18314628483,640.9802827380953,1954.0683049535605,903.8578869047619,36,1937.9111842105265,634.7293526785714,2155.7057856037154,940.9644717261905,37,2121.0816563467492,604.574962797619,2321.7395510835913,907.5697544642858,38,2274.7436145510837,550.7105654761905,2515.4073142414863,817.5660342261905,41,1422.7215557275542,667.3381696428571,1491.2441950464397,908.3435639880952,42,1332.7810565015482,661.3774181547619,1419.1902089783284,924.9683779761905,43,1229.1021671826627,651.3420758928571,1326.1779218266258,987.5502232142857,44,1136.2833784829722,664.0252976190476,1225.5466331269351,980.4892113095239,45,1041.6021671826627,653.2161458333334,1139.7179760061922,948.4849330357143,31,49,47,691.9746517027864,612.6395089285714,906.9151509287926,901.1737351190477,48,502.4671052631579,564.5545014880953,749.359036377709,818.4970238095239,,,,,
2700,1300,3,11,1206.79542376161,332.94884234475376,1323.562064628483,674.4119713597431,12,1117.5007256191952,337.059187633833,1213.90286377709,679.7510706638116,13,1014.5244775541796,347.06320262312636,1116.7388254643963,670.5082307280514,14,936.8977360681115,330.9915350642398,1039.4168440402477,649.4019338865096,15,855.5594523993809,342.3330433618844,946.1820336687308,643.2255420235547,16,712.2569175696595,330.89366970021416,861.2410506965946,634.0588195931477,17,583.4849071207431,315.594051124197,713.3018092105264,615.6166354389723,18,467.86111648606817,335.7651900428266,585.7161861455108,533.7141996788009,21,1331.594669117647,310.5485479122056,1446.9354682662538,673.0744780513919,22,1452.1599264705883,328.5122791755889,1540.3226586687308,660.0583846359743,23,1543.5226393188855,332.2311630085653,1641.9166021671826,645.6069325481799,24,1640.3492647058824,366.83200615631694,1703.4890189628484,646.9661737152035,25,1703.6522832817338,349.91217210920775,1814.6829044117649,629.7201217880086,26,1812.1577496130033,351.04306076017133,1985.5226876934987,602.5787941648823,27,1982.3988970588236,317.34475374732335,2120.9776509287926,589.6279443254818,28,2118.539570433437,331.0676525695932,2253.961880804954,604.3512446466809,31,1370.919601393189,717.5814708244112,1449.4497387770898,992.1590604925054,32,1440.7423084365325,721.8657989828694,1544.1648123065015,1018.4739694860814,33,1538.0804953560373,705.3591742505355,1626.6785990712076,1018.5065912740902,34,1640.5560661764707,691.0708311027838,1725.8344620743035,1012.9717612419702,35,1731.6684404024768,683.1546105460386,1852.0160119969041,1021.2468214668095,36,1836.1467202012386,658.307682012848,2039.8788215944276,963.4736349036402,37,2002.6436726006193,610.4515190042827,2203.2084462074304,883.6698675053533,41,1278.2616582817338,714.0256959314776,1363.028492647059,1014.3092545503213,42,1191.0023219814243,709.2411670235547,1267.9215847523221,1017.3104590471094,43,1091.4655089009289,691.9081236616703,1183.5465847523221,1058.500903372591,44,1002.5952979876162,686.3841675588866,1091.9553018575853,1011.2319325481799,45,901.4476102941177,672.9222430406853,1008.842879256966,988.6685291755889,46,680.9645897832818,677.6632762312635,899.7931985294118,988.3749330835119,31,28,47,551.7680921052632,639.9742371520343,755.9791021671828,879.5269004282657,48,413.21110681114556,570.076619379015,612.2085429566564,781.280948875803,,,,,
2920,1200,3,31,1489.2866357069142,615.1931532663317,1580.701431888545,854.5972047738694,32,1576.0871388028895,620.7168655778895,1689.3727425180598,842.6900125628141,33,1672.0926857585139,570.7207914572865,1786.4965492776057,901.1424309045227,34,1801.234036377709,566.5515075376885,1894.6499290505676,864.4315326633166,35,1894.0613712590296,566.7752826633166,2003.921568627451,858.5780464824121,37,2049.252289731682,539.0507223618091,2351.6179695562437,791.69283919598,38,2219.263093395253,469.68043341708545,2416.347555469556,755.6885992462312,41,1405.3936081011352,598.8575690954774,1492.076399638803,852.8423366834171,42,1304.7619969040247,602.4144158291458,1395.1997871517028,861.2986809045227,43,1206.1785668214654,601.4839824120603,1309.1290957172343,879.8484610552764,44,1119.3074367905056,605.1939384422111,1204.5776896284829,896.7729271356784,45,1011.3423955108359,601.8961997487437,1120.107875386997,901.283762562814,46,856.1043924148606,591.3198806532664,1011.2953108875129,905.500157035176,47,660.703205624355,556.6229585427136,900.1167440660474,850.5692525125628,48,580.5416344169247,501.044283919598,765.5018059855521,780.492305276382,21,1477.1034894220845,283.4995288944724,1594.7679631062952,566.7870603015076,22,1599.923729360165,276.9629396984925,1702.7683178534571,565.2441896984925,23,1736.3514254385964,280.04868090452266,1843.1158088235293,561.0749057788945,24,1839.3254966460267,281.7211055276382,1937.9442401960782,535.3172110552764,25,1938.0266382868936,275.64384422110555,2024.4504643962846,541.5711369346734,26,2018.7767672858615,281.03800251256285,2161.313693240454,537.9436243718594,27,2150.7314241486065,258.55449120603015,2284.816660216718,502.49293341708545,28,2279.7903766769864,232.90279522613068,2416.170988132095,465.22848618090455,11,1357.1907249742,286.726601758794,1469.9348555211557,586.1612751256282,12,1259.172310371517,295.571608040201,1357.7557404540762,597.7386934673367,13,1135.186726006192,234.18655778894473,1228.5202205882354,603.7806218592965,14,1055.5666279669763,302.85018844221105,1141.5549213106294,593.5222989949749,15,975.2167182662538,294.3467336683417,1073.7766060371516,587.763033919598,16,853.4087977296181,290.7074434673367,994.0623387512899,594.3467336683418,31,14,17,729.0700786893705,270.0023555276382,857.905379256966,554.420540201005,18,601.2588686790506,241.93624371859298,746.5973297213623,511.1848304020101,,,,,
3000,1270,3,21,1495.6100038699692,316.519912347561,1621.6137770897835,589.1536775914635,22,1620.5011609907122,283.0638338414634,1717.2503869969041,589.9159679878048,23,1722.4506578947369,288.5934641768293,1823.6140673374614,604.5204839939024,24,1830.7976973684213,282.0958460365854,1917.6301277089785,598.1438643292684,25,1909.8055340557278,290.2511432926829,2020.5713041795668,606.5774580792684,26,2013.7142027863779,307.578125,2162.478231424149,597.6356707317073,27,2159.7692530959753,280.1961699695122,2300.454721362229,577.5620236280488,28,2234.641060371517,278.9256859756098,2403.9401122291024,512.2470464939024,11,1374.310661764706,301.9274961890244,1481.7869582043345,582.0026676829268,12,1276.4488196594427,257.7751524390244,1373.7422600619195,586.2618140243903,13,1155.8388157894738,279.2160823170732,1281.201625386997,622.8275533536586,14,1067.8816756965946,292.9615091463415,1185.3957043343655,632.9188262195122,15,994.9085719814242,305.7631478658537,1117.3568111455108,633.6811166158536,16,879.3053405572756,332.866806402439,1006.3612616099072,628.8048780487806,17,728.0016447368422,308.4977134146342,878.4104102167183,623.5172446646342,18,646.7564821981424,290.7956364329268,777.6944659442725,530.771913109756,48,491.1353521671827,653.8515625,720.7091718266254,879.1628239329268,47,692.1802438080496,606.1418635670732,885.6907894736843,915.4744664634147,46,880.7686726006193,630.1358612804878,1037.7926664086688,926.6668254573171,45,1036.0028057275542,633.1003239329268,1132.6794698142417,936.080506859756,44,1126.922890866873,637.3836699695122,1229.1263544891642,931.0348704268292,43,1230.4929373065017,624.8845274390244,1331.2814434984523,939.625762195122,42,1327.8952205882354,641.2919207317074,1416.7231037151703,912.872999237805,41,1408.777573529412,651.5767911585366,1503.9062500000002,893.5495426829268,31,1505.0309597523221,650.3426067073171,1578.717589009288,899.5026676829269,32,1576.7342298761612,610.4736089939024,1677.4138931888547,925.7714367378048,33,1681.840170278638,602.0037157012196,1773.1956269349848,965.434737042683,34,1780.2462267801861,609.9170160060976,1879.2569659442725,935.669112042683,35,1882.667376160991,606.9646532012196,1990.9297600619198,902.1646341463415,32,15,36,1994.3764512383902,594.9132050304878,2174.9467879256968,899.6962652439024,37,2159.079914860681,572.8551829268292,2376.281927244582,863.3483231707316,38,2323.2391640866877,573.6053734756098,2477.80814628483,768.4008193597562
2850,1150,3,11,1306.973805147059,204.28538602941177,1417.4632352941178,502.0105698529412,12,1210.3515625,195.15165441176472,1303.4352022058824,511.83363970588243,13,1111.7761948529412,220.0827205882353,1208.4558823529412,520.0022977941177,14,1023.7132352941177,221.77159926470588,1122.3805147058824,527.6079963235294,15,922.2196691176471,243.46277573529414,1031.985294117647,536.8221507352941,17,641.7279411764706,269.2670036764706,833.9728860294118,562.4425551470588,21,1431.7210477941178,215.88924632352942,1536.6498161764707,498.7132352941177,22,1547.0358455882354,211.44301470588238,1639.211856617647,508.39843750000006,23,1635.443474264706,214.36121323529414,1773.2421875000002,513.8327205882354,24,1741.9117647058824,239.0280330882353,1846.9439338235295,537.1438419117648,25,1828.9866727941178,247.0013786764706,1935.9834558823532,554.4117647058824,16,1907.4908088235295,293.9453125,2085.7996323529414,570.2205882352941,31,1427.9411764705883,533.8694852941177,1495.0137867647059,784.271599264706,32,1495.8639705882354,542.8883272058824,1575.6548713235295,840.8318014705883,33,1574.368106617647,543.8763786764707,1664.7058823529412,881.7095588235297,34,1665.0160845588236,561.4545036764706,1785.7192095588236,890.4871323529412,37,1967.7964154411766,579.9862132352941,2215.5905330882356,803.2513786764706,38,2124.6208639705883,520.5078125,2334.7771139705883,713.2238051470588,41,1362.8102022058824,529.584099264706,1426.5395220588236,814.0854779411766,42,1283.6511948529412,529.193474264706,1358.6971507352941,818.1755514705883,43,1190.5560661764707,526.9416360294118,1277.9756433823532,859.8000919117649,44,1092.96875,547.0473345588235,1188.2467830882354,857.3069852941177,46,810.1332720588235,572.6677389705883,1021.3465073529412,827.240349264706,47,645.944393382353,565.7284007352941,872.4494485294119,816.7049632352941,48,514.4416360294118,493.3708639705883,733.7431066176471,727.7918198529412,,,,,,,,,,,,,,,,,,,,,25,29,,,,,,,,,,,,,,,
3000,1150,3,48,590.6903057275542,456.4716349393531,761.3317530959753,739.9395636792453,47,713.029702012384,478.7993808962264,936.8348490712075,822.4698871293801,46,886.9727167182663,488.82507159703505,1118.1912732198143,840.0269541778976,45,1109.1573142414866,502.15633423180594,1210.5263157894738,836.9272237196766,44,1204.261803405573,503.5608995956873,1284.575754643963,856.4579472708895,43,1297.842492260062,501.86573450134773,1382.9092492260063,908.8748736522912,42,1378.8699690402477,488.8008549528302,1455.265576625387,850.8275774932615,41,1458.107585139319,495.81157345013486,1529.4117647058824,849.3261455525607,31,1533.172890866873,520.3067090633423,1585.4900348297215,809.2112744272238,32,1594.560274767802,479.15052223719675,1673.5802051083592,851.808351583558,33,1667.1947561919505,491.35571091644204,1781.782120743034,874.1118808962265,34,1763.8593266253872,488.8856132075472,1871.2509674922603,838.7434720350404,35,1841.790828173375,483.13416020889497,1959.7523219814243,871.6054582210245,36,1947.9489164086688,480.02232142857144,2148.606811145511,815.2291105121294,37,2110.77786377709,464.6689690026954,2331.2693498452013,818.3288409703505,38,2273.933339783282,439.6168505727763,2500.967492260062,700.5390835579515,26,2013.3030185758516,175.90970350404314,2167.6905959752326,461.472371967655,27,2165.840267027864,143.68945838948787,2336.118904798762,450.59909871967653,25,1904.0973297213623,136.61819828167117,2016.0966524767803,468.55574039757414,24,1816.5029992260063,136.21862365229111,1915.3686145510837,469.3306730121294,23,1718.2541602167184,130.3218707884097,1816.200657894737,471.5949292452831,22,1617.0181888544894,122.56043632075472,1711.530089009288,477.9881233153639,21,1485.6932082043345,129.1957968328841,1616.2200077399382,472.987386287062,11,1361.4551083591332,138.88245451482481,1487.6402863777091,472.4304034703504,12,1272.4458204334367,107.21919221698113,1366.667472910217,464.9595687331536,13,1166.7714783281735,140.0085284703504,1275.1185178018577,473.5322607816712,14,1065.5355069659443,149.33193648921832,1172.1894349845202,477.14054076819406,15,986.4188273993809,158.6674528301887,1078.3305921052633,481.4753200808625,16,823.4084752321982,157.6503537735849,983.8186919504644,471.98239555256066,30,100,17,657.4109907120743,158.92172759433961,829.624613003096,459.88618177223725,,,,,,,,,,
2800,1170,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,,,,,,,,,,,,,,,
2900,1100,3,31,1447.2877966976266,492.76282269021743,1525.450690144479,743.2309358016305,32,1527.7303437822497,497.36328125000006,1610.2304244066047,775.0137992527175,33,1625.2995194788443,490.4275645380435,1721.1501870485038,780.9803838315217,41,1361.9936790505676,490.2757727581522,1452.1627483230134,753.3776324728261,42,1283.199496904025,493.06640625000006,1361.9936790505678,802.6982846467392,44,1091.3344943240454,481.5302309782609,1201.1670375386998,823.5404636548913,11,1363.5835913312694,131.62682574728262,1480.3018575851395,459.6255095108696,12,1235.607343266254,157.4547809103261,1355.7509352425182,447.65731148097825,21,1480.7110261867906,126.69943104619566,1604.9696852425182,465.03163213315224,22,1610.0667569659445,136.00543478260872,1700.7034474974203,466.748046875,23,1694.121678276574,142.78935971467394,1798.529814886481,474.7813349184783,24,1787.5056437048504,144.2605723505435,1892.451544762642,478.2258406929348,25,1883.4615260577916,134.63930876358697,1986.0693208204334,460.72308084239137,26,1981.0423922858618,122.95134171195653,2154.8805953302376,455.04840353260875,27,2108.8199013157896,96.91321331521739,2286.749790376677,426.10287873641306,28,2182.400106424149,65.01358695652175,2359.6870162538703,262.3896059782609,37,2076.3669859391125,445.36875849184787,2359.312919246646,687.9670516304349,47,517.3878515221878,455.0133746603261,816.5368614551084,672.6360818614131,17,610.608149509804,165.21951426630434,800.076593137255,447.1902598505435,16,792.091960139319,152.30553668478262,968.467008513932,465.77891474184787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,,,,,,,,,,,,,,,
2870,1300,3,21,1509.1148252063983,278.4871511958998,1633.534249226006,627.1310862756264,22,1628.4436274509803,291.80132403189066,1725.8249080882351,625.4769362186788,23,1720.6301599587202,323.403687357631,1819.8625757868936,632.6256406605924,24,1821.3087751547987,327.94970814350796,1916.4339847781216,626.6221170273349,25,1919.1991179695563,303.47291429384967,2001.6440515350878,628.0449174259682,26,2002.7315934597523,329.4766158883827,2146.4143930598557,610.520180808656,27,2128.979013480392,316.93746440774487,2251.8018333978325,576.3382687927108,28,2241.4007675438597,305.0692269362187,2343.8726699561403,554.3137813211845,11,1387.599369517544,274.3922622437358,1507.552929889061,619.1032531321184,12,1282.4664602683179,293.95287585421414,1388.9761513157894,608.2529541571755,13,1172.8792569659443,316.4169276765376,1280.9161345459233,615.9453302961276,14,1069.0190031604748,322.3047764806378,1175.8295036764707,614.4415575170843,15,974.4491340944272,313.4209496013668,1073.4385884287926,613.5624288154897,16,824.2410829463364,267.5096099088838,966.7090750773993,594.753701594533,17,686.8290038054695,251.68529328018224,829.9680324432404,565.025270501139,31,1443.4920826883383,627.3393009681093,1521.6215573400411,892.5701167425968,32,1522.2578850619195,639.0224587129841,1609.41164376935,899.7535236332574,33,1607.7109133126935,639.3810506833713,1711.9298245614034,1049.2632403189066,34,1715.9097652218782,655.5523917995445,1814.1124871001032,978.6668920842826,35,1811.046544440144,645.5580865603645,1898.5242518059854,986.9260748861047,36,1906.5188419117646,633.7129840546697,2052.5386996904026,972.3279114464692,37,2060.4870114164087,605.3957858769932,2279.441595717234,910.048583428246,47,627.5811081011352,585.7541998861049,830.9977263931888,894.9183157744876,41,1370.9854311790505,634.233520785877,1456.5888641640865,895.4619874715262,42,1290.518898348813,627.6863254555809,1364.3097748968007,921.6044988610479,43,1174.3485955237356,622.8742525626424,1286.4464009287924,942.7614251138953,44,1079.0729811661506,642.1456791002278,1176.1187435500515,951.1941201594533,,,,,,,,,,,27,12,,,,,,,,,,,,,,,
